Datetime,K,D,med
20230208 130900,77.77777777777777,72.57755187283435,0.314079693263444
20230208 131000,77.77777777777777,72.67636567578325,0.31409037080178603
20230208 131100,88.88888888888889,72.9954171887777,0.3141107551931663
20230208 131200,88.88888888888889,73.31468440961743,0.31413094544748593
20230208 131300,88.88888888888889,73.63416733830246,0.3141509415647447
20230208 131400,88.88888888888889,73.95386597483278,0.31417074354494284
20230208 131500,88.88888888888889,74.2737803192084,0.31419035138807994
20230208 131600,88.88888888888889,74.59391037142932,0.3142097650941564
20230208 131700,77.77777777777777,74.68474298410239,0.31421859833042126
20230208 131800,77.77777777777777,74.76630015942774,0.31422675208697337
20230208 131900,75.0,74.7841156664686,0.31423422636381293
20230208 132000,75.0,74.79319500577509,0.3142410211609396
20230208 132100,75.0,74.80130365977773,0.3142475247524751
20230208 132200,85.71428571428571,75.02434977391292,0.31425422248107154
20230208 132300,71.42857142857143,74.9700572298126,0.31425131042516014
20230208 132400,71.42857142857143,74.91484022351818,0.31424830130071824
20230208 132500,71.42857142857143,74.85869875502958,0.3142451951077459
20230208 132600,66.66666666666667,74.70826214274089,0.3142419918462433
20230208 132700,66.66666666666667,74.55135429509339,0.3142383032420888
20230208 132800,66.66666666666667,74.3976820651253,0.31423471170646466
20230208 132900,66.66666666666667,74.2472454528366,0.31423121723937086
20230208 133000,66.66666666666667,74.10004445822732,0.31422781984080755
20230208 133100,66.66666666666667,73.95607908129747,0.31422451951077457
20230208 133200,66.66666666666667,73.81534932204706,0.3142213162492721
20230208 133300,83.33333333333333,74.00465256609692,0.3142280139778684
20230208 133400,83.33333333333333,74.19366166308505,0.3142347117064648
20230208 133500,83.33333333333333,74.38237661301146,0.3142414094350611
20230208 133600,83.33333333333333,74.57079741587606,0.3142481071636576
20230208 133700,83.33333333333333,74.75892407167888,0.314254804892254
20230208 133800,66.66666666666667,74.61995919479902,0.3142516986992817
20230208 133900,66.66666666666667,74.47511137668388,0.3142482042321879
20230208 134000,60.0,74.19366166308508,0.31424432149097253
20230208 134100,60.0,73.90762325532272,0.3142400504756358
20230208 134200,50.0,73.4226826043949,0.31423548825470793
20230208 134300,50.0,72.93685951228177,0.31423063482818875
20230208 134400,50.0,72.4554486260951,0.3142257814016695
20230208 134500,50.0,71.97844994583491,0.3142209279751503
20230208 134600,50.0,71.50586347150123,0.3142160745486313
20230208 134700,75.0,71.52965016389595,0.3142211221122111
20230208 134800,0.0,70.0841722827745,0.31419675791108514
20230208 134900,0.0,68.65457834298834,0.3141726849155502
20230208 135000,0.0,67.24086834453753,0.3141489031256066
20230208 135100,0.0,65.84304228742201,0.3141254125412541
20230208 135200,0.0,64.46110017164179,0.31409240924092413
20230208 135300,0.0,63.09504199719691,0.3140597942147156
20230208 135400,0.0,61.74486776408733,0.31402756746262844
20230208 135500,0.0,60.41057747231304,0.3139957289846631
20230208 135600,0.0,59.09217112187407,0.3139642787808192
20230208 135700,0.0,57.789648712770465,0.3139332168510969
20230208 135800,0.0,56.50301024500209,0.31390254319549593
20230208 135900,0.0,55.23225571856906,0.3138722578140166
20230208 140000,0.0,53.97738513347133,0.3138227528635216
20230208 140100,0.0,52.73839848970891,0.3137738303242091
20230208 140200,0.0,51.515295787281815,0.31372549019607854
20230208 140300,0.0,50.30278237907825,0.3136774412735391
20230208 140400,0.0,49.106152912209986,0.3136201708406134
20230208 140500,0.0,47.92540738667703,0.31356357988740047
20230208 140600,0.0,46.76054580247942,0.31347825664919426
20230208 140700,0.0,45.61156815961708,0.31339390409629203
20230208 140800,36.36363636363637,45.19148693580842,0.31334973791496784
20230208 140900,36.36363636363637,44.78023012385272,0.31330615414482615
20230208 141000,36.36363636363637,44.377797723749964,0.3132631527858668
20230208 141100,9.090909090909092,43.44943037721139,0.31319132207338374
20230208 141200,9.090909090909092,42.535182089637544,0.31312036497767426
20230208 141300,27.272727272727273,41.989794217516994,0.31306979227334486
20230208 141400,27.272727272727273,41.453230757249386,0.3130198019801979
20230208 141500,27.272727272727273,40.92549170883475,0.3129703940982332
20230208 141600,27.272727272727273,40.40834195464363,0.31292166569598123
20230208 141700,27.272727272727273,39.90178149467607,0.312873616773442
20230208 141800,27.272727272727273,39.405810328932056,0.31282624733061537
20230208 141900,27.272727272727273,38.92042845741158,0.3127795573675014
20230208 142000,9.090909090909092,38.08736475888486,0.31271384197243257
20230208 142100,0.0,37.088402117522676,0.31263909920403815
20230208 142200,0.0,36.103558535125224,0.312565230052417
20230208 142300,9.090909090909092,35.31108713112207,0.312502038439138
20230208 142400,0.0,34.35448166665406,0.31242011259949515
20230208 142500,8.333333333333334,33.576805859857686,0.3123490584352553
20230208 142600,8.333333333333334,32.81304320908281,0.31227897495631923
20230208 142700,8.333333333333334,32.05931097311412,0.31220966802562616
20230208 142800,8.333333333333334,31.315609151951612,0.31214113764317614
20230208 142900,0.0,30.418539052784833,0.31206357988740047
20230208 143000,0.0,29.533117177263954,0.3119868957483984
20230208 143100,25.0,29.149539603820322,0.3119404969908756
20230208 143200,25.0,28.77275682750347,0.31189468064453496
20230208 143300,25.0,28.4027688483134,0.31184944670937664
20230208 143400,16.666666666666668,27.876176973439648,0.3117949912638322
20230208 143500,16.666666666666668,27.361880445747655,0.31174140943506107
20230208 143600,16.666666666666668,26.855996524022153,0.3116885070860026
20230208 143700,33.333333333333336,26.68532259388404,0.31165589205979416
20230208 143800,33.333333333333336,26.519825652032985,0.3116237623762375
20230208 143900,25.0,26.196107005658543,0.31158231411376425
20230208 144000,25.0,25.8783203250297,0.3115414482624734
20230208 144100,25.0,25.56862268859939,0.311501261890895
20230208 144200,25.0,25.26701409636762,0.31146175499902934
20230208 144300,25.0,24.973494548334386,0.3114229275868763
20230208 144400,25.0,24.690221122952636,0.3113848767229664
20230208 144500,25.0,24.417193820222366,0.3113476024072995
20230208 144600,16.666666666666668,23.99101394733311,0.3113013007183071
20230208 144700,16.666666666666668,23.576698005935043,0.31125587264608806
20230208 144800,16.666666666666668,23.174245996028176,0.31121131819064246
20230208 144900,16.666666666666668,22.783657917612494,0.3111676373519704
20230208 145000,16.666666666666668,22.40493377068799,0.3111248301300718
20230208 145100,16.666666666666668,22.038073555254687,0.31108289652494675
20230208 145200,50.0,22.3366720425544,0.3110810522228694
20230208 145300,41.666666666666664,22.47942161162895,0.3110699864104057
20230208 145400,50.0,22.79473745693897,0.31106940399922345
20230208 145500,50.0,23.117603076834296,0.31106940399922345
20230208 145600,50.0,23.448018471314914,0.3110699864104056
20230208 145700,54.54545454545455,23.87511020009564,0.3110711512327702
20230208 145800,54.54545454545455,24.308869262276367,0.31107289846631725
20230208 145900,54.54545454545455,24.747138579404155,0.3110751310425161
20230208 150000,54.54545454545455,25.189918151479013,0.3110778489613668
20230208 150100,81.81818181818181,26.17142806717647,0.3111104639875752
20230208 150200,72.72727272727273,26.973361201666386,0.3111334692292758
20230208 150300,72.72727272727273,27.775735556748945,0.3111567656765677
20230208 150400,72.72727272727273,28.580631172360935,0.31118035332945054
20230208 150500,36.36363636363637,28.672262184201617,0.3111649194331197
20230208 150600,36.36363636363637,28.770700599471713,0.31115006794797123
20230208 150700,27.272727272727273,28.697693298741644,0.3111259949524364
20230208 150800,27.272727272727273,28.632333821617458,0.3111026014366144
20230208 150900,27.272727272727273,28.574622168099157,0.3110798874005048
20230208 151000,27.272727272727273,28.52455833818676,0.31105785284410786
20230208 151100,27.272727272727273,28.482142331880237,0.31103649776742387
20230208 151200,27.272727272727273,28.44737414917962,0.3110158221704523
20230208 151300,27.272727272727273,28.42025379008489,0.3109958260531935
20230208 151400,27.272727272727273,28.40078125459605,0.3109765094156474
20230208 151500,27.272727272727273,28.39219216039251,0.31095796932634434
20230208 151600,0.0,27.85972714918551,0.31091079402057836
20230208 151700,0.0,27.34344022637559,0.3108646864686469
20230208 151800,0.0,26.843331391962725,0.31081964667054945
20230208 151900,27.272727272727273,26.894160004235715,0.3108050863909921
20230208 152000,27.272727272727273,26.9526364401146,0.31079120559114765
20230208 152100,18.181818181818183,26.840507580169778,0.3107682003494468
20230208 152200,18.181818181818183,26.73649717912967,0.31074597165598916
20230208 152300,18.181818181818183,26.640605236994286,0.3107245195107746
20230208 152400,18.181818181818183,26.550890383155956,0.3107038439138031
20230208 152500,18.181818181818183,26.467352617614704,0.3106839448650746
20230208 152600,54.54545454545455,27.103004418088872,0.3107040380508639
20230208 152700,54.54545454545455,27.737773777377743,0.3107245195107747
20230208 152800,66.66666666666667,28.609331521387436,0.310745389244807
20230208 152900,66.66666666666667,29.482507074236842,0.31076674432149115
20230208 153000,66.66666666666667,30.34274015636858,0.310788293535236
20230208 153100,66.66666666666667,31.190030767782655,0.3108100368860416
20230208 153200,66.66666666666667,32.02437890847907,0.3108319743739079
20230208 153300,66.66666666666667,32.84578457845784,0.31085410599883506
20230208 153400,66.66666666666667,33.65424777771895,0.3108763346922926
20230208 153500,66.66666666666667,34.44976850626239,0.31089866045428066
20230208 153600,66.66666666666667,35.23234676408818,0.3109210832847991
20230208 153700,66.66666666666667,36.001982551196306,0.31094360318384784
20230208 153800,66.66666666666667,36.758675867586774,0.310966220151427
20230208 153900,66.66666666666667,37.50242671325956,0.3109889341875365
20230208 154000,66.66666666666667,38.2332350882147,0.3110117452921764
20230208 154100,66.66666666666667,38.951100992452176,0.3110346534653466
20230208 154200,66.66666666666667,39.656024425972,0.3110574645699864
20230208 154300,66.66666666666667,40.348005388774155,0.31108017860609594
20230208 154400,66.66666666666667,41.02704388085866,0.31110279557367504
20230208 154500,66.66666666666667,41.69313990222552,0.31112531547272365
20230208 154600,66.66666666666667,42.346293452874704,0.31114764123471167
20230208 154700,66.66666666666667,42.98650453280623,0.31116977285963887
20230208 154800,66.66666666666667,43.6137731420201,0.3111914191419141
20230208 154900,66.66666666666667,44.2280992805163,0.3112125800815377
20230208 155000,66.66666666666667,44.8365424777772,0.31123364395263053
20230208 155100,66.66666666666667,45.4391027338028,0.31125461075519323
20230208 155200,66.66666666666667,46.03578004859308,0.31127548048922554
20230208 155300,77.77777777777777,46.8391446987836,0.3113057658707048
20230208 155400,77.77777777777777,47.62917468217409,0.3113355659095321
20230208 155500,77.77777777777777,48.40939976350575,0.3113650747427685
20230208 155600,77.77777777777777,49.17981994277859,0.31139429237041355
20230208 155700,55.55555555555556,49.504705372498044,0.3114036109493301
20230208 155800,33.333333333333336,49.38837020956998,0.31139322461657937
20230208 155900,33.333333333333336,49.27085845839487,0.31138293535235867
20230208 160000,33.333333333333336,49.15217011897269,0.31137274315666863
20230208 160100,33.333333333333336,49.03230519130344,0.31136264802950886
20230208 160200,33.333333333333336,48.907733910645966,0.31135245583381865
20230208 160300,33.333333333333336,48.77669139462965,0.31134206950106763
20230208 160400,33.333333333333336,48.63917764325451,0.31133148903125596
20230208 160500,33.333333333333336,48.49695753889114,0.31132081149291396
20230208 160600,33.333333333333336,48.34826619916893,0.3113098427489807
20230208 160700,33.333333333333336,48.19472143292761,0.31129867986798676
20230208 160800,33.333333333333336,48.036323240167164,0.311287322849932
20230208 160900,33.333333333333336,47.873071620887586,0.31127577169481646
20230208 161000,33.333333333333336,47.70496657508889,0.3112640264026402
20230208 161100,33.333333333333336,47.530390293931355,0.31125198990487285
20230208 161200,33.333333333333336,47.349342777414996,0.31123966220151433
20230208 161300,33.333333333333336,47.166677452058934,0.31122733449815576
20230208 161400,33.333333333333336,46.982394317863154,0.31121500679479713
20230208 161500,33.333333333333336,46.796493374827676,0.31120267909143856
20230208 161600,33.333333333333336,46.60735681411278,0.3111902543195497
20230208 161700,33.333333333333336,46.41498463571847,0.3111777324791302
20230208 161800,33.333333333333336,46.21937683964474,0.3111651135701805
20230208 161900,33.333333333333336,46.023769043571036,0.3111525917297611
20230208 162000,33.333333333333336,45.8281612474973,0.31114016695787233
20230208 162100,33.333333333333336,45.63093564258387,0.3111277421859834
20230208 162200,66.66666666666667,46.08568700007256,0.31114472917880037
20230208 162300,66.66666666666667,46.53234931336271,0.311161424966026
20230208 162400,66.66666666666667,46.97092258245432,0.31117782954766077
20230208 162500,66.66666666666667,47.401406807347406,0.31119394292370417
20230208 162600,66.66666666666667,47.823801988041936,0.3112097650941564
20230208 162700,44.44444444444444,47.80237827704339,0.3112056882158803
20230208 162800,44.44444444444444,47.77556186991248,0.31120141720054345
20230208 162900,44.44444444444444,47.74335276664921,0.31119695204814596
20230208 163000,44.44444444444444,47.7057509672536,0.31119229275868765
20230208 163100,44.44444444444444,47.66275647172561,0.3111874393321685
20230208 163200,44.44444444444444,47.61436928006526,0.31118239176858864
20230208 163300,44.44444444444444,47.56058939227256,0.31117715006794794
20230208 163400,44.44444444444444,47.50788804370633,0.31117210250436805
20230208 163500,44.44444444444444,47.45464742552686,0.31116715200931855
20230208 163600,44.44444444444444,47.40248534657386,0.3111623956513298
20230208 163700,33.333333333333336,47.13353688310007,0.31114802950883313
20230208 163800,33.333333333333336,46.86782403730569,0.3111339545719278
20230208 163900,33.333333333333336,46.60622925037602,0.31112017084061344
20230208 164000,33.333333333333336,46.34875252231105,0.3111066783148903
20230208 164100,33.333333333333336,46.09539385311081,0.31109347699475826
20230208 164200,37.5,45.92785258918049,0.31108056688021746
20230208 164300,37.5,45.768915126806796,0.3110682391768589
20230208 164400,37.5,45.61681658361913,0.31105639681615227
20230208 164500,42.857142857142854,45.57659897642425,0.31104503979809756
20230208 164600,42.857142857142854,45.54218026844701,0.3110341681226947
20230208 164700,42.857142857142854,45.50650093020507,0.3110233935158222
20230208 164800,42.857142857142854,45.46956096169841,0.3110127159774801
20230208 164900,42.857142857142854,45.42959548055646,0.3110020384391381
20230208 165000,42.857142857142854,45.386604486779206,0.310991360900796
20230208 165100,42.857142857142854,45.34058798036667,0.31098068336245394
20230208 165200,42.857142857142854,45.29154596131882,0.31097000582411183
20230208 165300,42.857142857142854,45.23947842963567,0.31095932828576983
20230208 165400,42.857142857142854,45.184385385317235,0.3109486507474278
20230208 165500,42.857142857142854,45.126266828363505,0.3109379732090857
20230208 165600,42.857142857142854,45.06512275877448,0.31092729567074356
20230208 165700,42.857142857142854,45.00095317655016,0.31091661813240146
20230208 165800,42.857142857142854,44.92846343457876,0.31090564938846826
20230208 165900,20.0,44.399474261151596,0.31089438943894393
20230208 170000,20.0,43.86660234650916,0.31088283828382834
20230208 170100,20.0,43.33514233776319,0.3108712871287128
20230208 170200,20.0,42.805094234913675,0.3108597359735973
20230208 170300,20.0,42.274693155590064,0.31084808774995143
20230208 170400,20.0,41.743939099792335,0.31083634245777514
20230208 170500,20.0,41.21283206752048,0.3108245000970685
20230208 170600,0.0,40.28921519602941,0.3108125606678315
20230208 170700,0.0,39.36912808927952,0.31080052417006404
20230208 170800,0.0,38.45963027675316,0.31078877887788775
20230208 170900,0.0,37.560721758450356,0.31077732479130266
20230208 171000,0.0,36.6747557108652,0.31076616191030865
20230208 171100,100.0,37.76251644772319,0.31079450592118035
20230208 171200,100.0,38.843805949222364,0.3108227528635216
20230208 171300,100.0,39.91862421536271,0.3108509027373325
20230208 171400,100.0,40.98697124614422,0.3108789555426131
20230208 171500,100.0,42.0488470415669,0.3109069112793632
20230208 171600,100.0,43.10425160163076,0.31093476994758296
20230208 171700,100.0,44.15318492633577,0.3109625315472724
20230208 171800,25.0,43.72505878038784,0.31096078431372554
20230208 171900,25.0,43.30502167863845,0.3109592312172394
20230208 172000,25.0,42.893073621087595,0.31095787225781407
20230208 172100,25.0,42.48921460773528,0.3109567074354495
20230208 172200,25.0,42.0934446385815,0.31095573675014565
20230208 172300,25.0,41.70576371362627,0.31095496020190255
20230208 172400,25.0,41.32617183286957,0.31095437779072027
20230208 172500,25.0,40.954668996311405,0.3109539895165988
20230208 172600,25.0,40.59125520395177,0.31095379537953793
20230208 172700,25.0,40.23593045579068,0.31095379537953793
20230208 172800,25.0,39.88869475182812,0.3109539895165987
20230208 172900,25.0,39.54954809206409,0.31095437779072027
20230208 173000,25.0,39.218490476498616,0.31095496020190255
20230208 173100,25.0,38.89552190513169,0.3109557367501456
20230208 173200,25.0,38.58064237796329,0.31095670743544934
20230208 173300,25.0,38.273851894993435,0.31095787225781396
20230208 173400,25.0,37.975150456222096,0.3109592312172394
20230208 173500,25.0,37.686695140102245,0.31096088138225586
20230208 173600,25.0,37.40848594663388,0.3109628227528635
20230208 173700,0.0,36.65032679738562,0.3109552514074937
20230208 173800,0.0,35.90726719730797,0.3109480683362454
20230208 173900,0.0,35.174992989495024,0.3109410794020579
20230208 174000,0.0,34.44919001704093,0.31093409046787035
20230208 174100,0.0,33.72985827994564,0.3109271015336828
20230208 174200,0.0,33.016997778209195,0.31092011259949526
20230208 174300,0.0,32.31060851183158,0.31091312366530777
20230208 174400,0.0,31.610690480812785,0.3109061347311202
20230208 174500,0.0,30.917243685152823,0.31089914579693273
20230208 174600,100.0,32.191052438577195,0.3109313725490197
20230208 174700,100.0,33.451918721283896,0.31096321102698515
20230208 174800,100.0,34.699842533272935,0.31099466123082914
20230208 174900,50.0,34.95443171768157,0.31100611531741423
20230208 175000,50.0,35.205785284410794,0.3110173752669386
20230208 175100,50.0,35.4539032334606,0.31102844107940214
20230208 175200,50.0,35.698785564831,0.31103931275480495
20230208 175300,50.0,35.94043227852197,0.311049990293147
20230208 175400,50.0,36.17884337453353,0.3110604736944283
20230208 175500,50.0,36.41401885286568,0.3110707629586489
20230208 175600,50.0,36.64595871351841,0.3110808580858086
20230208 175700,50.0,36.874662956491726,0.3110907590759076
20230208 175800,50.0,37.10013158178563,0.31110046592894586
20230208 175900,50.0,37.32236458940012,0.31110997864492335
20230208 180000,50.0,37.54136197933519,0.3111192972238401
20230208 180100,50.0,37.757123751590846,0.311128421665696
20230208 180200,50.0,37.969649906167085,0.3111373519704911
20230208 180300,50.0,38.178940443063915,0.31114608813822553
20230208 180400,50.0,38.391466597640154,0.3111549213744903
20230208 180500,50.0,38.607228369895815,0.31116385167928556
20230208 180600,50.0,38.82622575983088,0.31117287905261115
20230208 180700,50.0,39.04845876744537,0.3111820034944671
20230208 180800,25.0,38.7837313143079,0.31118142108328484
20230208 180900,25.0,38.52277874846308,0.31118083867210256
20230208 181000,25.0,38.26560106991091,0.3111802562609202
20230208 181100,0.0,37.522002200220015,0.31116986992816936
20230208 181200,0.0,36.78703164434091,0.3111595806639489
20230208 181300,25.0,36.55088548070493,0.31115919238982737
20230208 181400,25.0,36.31851420436161,0.3111588041157058
20230208 181500,25.0,36.08991781531094,0.31115841584158427
20230208 181600,25.0,35.86509631355292,0.3111580275674627
20230208 181700,25.0,35.64404969908755,0.31115763929334117
20230208 181800,25.0,35.42677797191484,0.31115725101921965
20230208 181900,25.0,35.21112405358183,0.31115676567656775
20230208 182000,25.0,34.99708794408853,0.31115618326538547
20230208 182100,50.0,35.274865721866306,0.3111653077072414
20230208 182200,25.0,35.059211803533294,0.3111644340904679
20230208 182300,25.0,34.845175694039995,0.3111634634051641
20230208 182400,25.0,34.633566297806254,0.3111623956513299
20230208 182500,25.0,34.424383614832074,0.3111612308289653
20230208 182600,25.0,34.21762764511745,0.3111599689380703
20230208 182700,25.0,34.01433840863078,0.31115860997864486
20230208 182800,25.0,33.81451590537205,0.31115715395068916
20230208 182900,50.0,34.10835621377264,0.31116540477577165
20230208 183000,50.0,34.400809828882046,0.31117346146379343
20230208 183100,50.0,34.69187675070028,0.3111813240147544
20230208 183200,50.0,34.981556979227335,0.31118899242865455
20230208 183300,50.0,35.26985051446321,0.31119646670549406
20230208 183400,50.0,35.55675735640791,0.3112037468452728
20230208 183500,50.0,35.84227750506143,0.31121083284799067
20230208 183600,50.0,36.12641096042377,0.31121772471364784
20230208 183700,50.0,36.40915772249494,0.3112244224422442
20230208 183800,50.0,36.69051779127492,0.31123092603377983
20230208 183900,50.0,36.970491166763736,0.31123723548825477
20230208 184000,50.0,37.24907784896136,0.31124335080566884
20230208 185000,50.0,37.52184041933605,0.3112492719860221
20230209 100100,25.0,37.29858279945642,0.3112451951077461
20230209 100200,25.0,37.07435449427296,0.3112410211609397
20230209 100300,25.0,36.849155503785674,0.31123675014560287
20230209 100400,25.0,36.62298582799456,0.31123238206173565
20230209 100500,25.0,36.39584546689963,0.31122791690933804
20230209 100600,25.0,36.16773442050087,0.31122335468841006
20230209 100700,25.0,35.93476994758299,0.31121869539895175
20230209 100800,25.0,35.69695204814599,0.311213939040963
20230209 100900,100.0,36.92486895748399,0.3112384973791497
20230209 101000,100.0,38.13337216074549,0.3112626674432149
20230209 101100,100.0,39.322461657930496,0.3112864492331587
20230209 101200,100.0,40.51155115511551,0.3113102310231024
20230209 101300,100.0,41.70064065230052,0.31133401281304607
20230209 101400,0.0,40.92894583576005,0.3113185789167152
20230209 101500,0.0,40.17666472529606,0.3113035332945059
20230209 101600,75.0,40.91438555620268,0.3113182877111241
20230209 101700,0.0,40.1863715783343,0.3113037274315667
20230209 101800,0.0,39.47777130654242,0.31128955542613085
20230209 101900,0.0,38.774024461269654,0.3112754804892254
20230209 102000,0.0,38.07513104251601,0.3112615026208503
20230209 102100,0.0,37.3810910502815,0.31124762182100557
20230209 102200,0.0,36.6919044845661,0.3112338380896914
20230209 102300,0.0,36.00757134536983,0.3112201514269073
20230209 102400,75.0,36.7986798679868,0.31123597359735966
20230209 102500,75.0,37.58008153756552,0.3112516016307513
20230209 102600,0.0,36.881188118811885,0.3112376237623762
20230209 102700,0.0,36.18714812657736,0.3112237429625316
20230209 102800,100.0,37.45874587458746,0.3112491749174918
20230209 102900,100.0,38.71578334304019,0.3112743156668608
20230209 103000,100.0,39.958260531935544,0.3112991652106388
20230209 103100,100.0,41.186177441273536,0.3113237235488256
20230209 103200,50.0,41.41914191419142,0.3113283828382839
20230209 103300,25.0,41.157056882158805,0.31132314113764326
20230209 103400,25.0,40.89497185012619,0.31131789943700255
20230209 103500,25.0,40.632886818093574,0.3113126577363618
20230209 103600,25.0,40.37080178606096,0.31130741603572126
20230209 103700,25.0,40.10871675402834,0.3113021743350806
20230209 103800,25.0,39.84177829547661,0.31129683556590954
20230209 103900,25.0,39.56998641040575,0.31129139972820813
20230209 104000,50.0,39.78353717724713,0.31129567074354497
20230209 104100,50.0,39.98738109105028,0.311299747621821
20230209 104200,50.0,40.18151815181518,0.3113036303630363
20230209 104300,50.0,40.36594835954184,0.31130731896719077
20230209 104400,50.0,40.54067171423025,0.31131081343428446
20230209 104500,50.0,40.705688215880414,0.31131411376431756
20230209 104600,50.0,40.86099786449233,0.3113172199572898
20230209 104700,25.0,40.53581828771112,0.3113107163657542
20230209 104800,25.0,40.225198990487286,0.31130450397980985
20230209 104900,25.0,39.92913997282081,0.3112985827994565
20230209 105000,100.0,41.108522616967576,0.3113221704523394
20230209 105100,100.0,42.2781984080761,0.31134556396816165
20230209 105200,100.0,43.43816734614638,0.311368763346923
20230209 105300,100.0,44.58842943117841,0.31139176858862355
20230209 105400,100.0,45.7289846631722,0.3114145796932635
20230209 105500,25.0,45.389244806833624,0.31140778489613674
20230209 105600,25.0,45.054358377014175,0.31140108716754034
20230209 105700,25.0,44.72432537371384,0.3113944865074744
20230209 105800,25.0,44.399145796932636,0.3113879829159387
20230209 105900,100.0,45.54940788196467,0.31142079207920803
20230209 110000,100.0,46.689963113958456,0.3114533100368862
20230209 110100,100.0,47.820811492914,0.31148553678897306
20230209 110200,40.0,47.765482430596,0.311488060570763
20230209 110300,0.0,46.92778101339546,0.31147097650941563
20230209 110400,60.0,47.276257037468454,0.31148349834983496
20230209 110500,60.0,47.6227916909338,0.3114959231217239
20230209 110600,60.0,47.967384973791496,0.3115082508250825
20230209 110700,60.0,48.310036886041544,0.3115204814599107
20230209 110800,60.0,48.650747427683946,0.31153261502620866
20230209 110900,60.0,48.984663172199575,0.31154455445544565
20230209 111000,60.0,49.31178411958843,0.3115562997476218
20230209 111100,60.0,49.632110269850514,0.31156785090273736
20230209 111200,60.0,49.940788196466706,0.31157911085226164
20230209 111300,60.0,50.237817899437005,0.31159007959619484
20230209 111400,100.0,51.312366530770724,0.3116204620462046
20230209 111500,100.0,52.37235488254708,0.3116504562220927
20230209 111600,100.0,53.41778295476607,0.3116800621238593
20230209 111700,100.0,54.448650747427685,0.3117092797515046
20230209 111800,100.0,55.46495826053194,0.31173810910502814
20230209 111900,100.0,56.466705494078816,0.3117665501844302
20230209 112000,100.0,57.45389244806834,0.3117946029897108
20230209 112100,100.0,58.42651912250049,0.31182226752086967
20230209 112200,80.0,58.997282081149294,0.31183983692486894
20230209 112300,80.0,59.55736750145603,0.3118571151232771
20230209 112400,100.0,60.49893224616579,0.31188390603766264
20230209 112500,100.0,61.425936711318194,0.3119103086779267
20230209 112600,100.0,62.33838089691322,0.3119363230440692
20230209 112700,100.0,63.236264802950885,0.3119619491360901
20230209 112800,60.0,63.33527470394098,0.3119675791108523
20230209 112900,60.0,63.42748980780431,0.31197301494855373
20230209 113000,60.0,63.51776354105999,0.3119783537177247
20230209 113100,60.0,63.60609590370802,0.3119835954183654
20230209 113200,60.0,63.692486895748395,0.31198874005047567
20230209 113300,60.0,63.77693651718113,0.31199378761405544
20230209 113400,60.0,63.85944476800621,0.311998738109105
20230209 113500,60.0,63.940011648223646,0.3120035915356241
20230209 113600,40.0,63.626480295088335,0.3119985439720442
20230209 113700,20.0,62.92273344981557,0.3119836924868958
20230209 113800,20.0,62.22481071636575,0.3119689380702776
20230209 113900,20.0,61.53271209473888,0.3119542807221898
20230209 114000,20.0,60.84643758493496,0.3119397204426325
20230209 114100,20.0,60.16598718695399,0.31192525723160547
20230209 114200,40.0,59.88351776354106,0.31192069501067765
20230209 114300,40.0,59.59813628421666,0.3119160357212193
20230209 114400,40.0,59.30984274898078,0.3119112793632305
20230209 114500,40.0,59.01863715783343,0.3119064259367112
20230209 114600,40.0,58.724519510774606,0.31190147544166175
20230209 114700,40.0,58.42748980780431,0.31189642787808175
20230209 114800,40.0,58.12754804892254,0.31189128324597165
20230209 114900,20.0,57.4325373713842,0.31187623762376243
20230209 115000,20.0,56.73849737914968,0.3118611920015531
20230209 115100,20.0,56.059988351776354,0.3118464375849351
20230209 115200,20.0,55.39701028926422,0.31183197437390814
20230209 115300,60.0,55.53387691710348,0.31183741021160954
20230209 115400,60.0,55.67850902737332,0.3118429431178413
20230209 115500,20.0,55.046592894583576,0.31182896524946613
20230209 115600,20.0,54.41079402057853,0.3118148903125606
20230209 115700,20.0,53.77111240535818,0.3118007183071248
20230209 115800,20.0,53.14210832847991,0.3117867404387497
20230209 115900,20.0,52.50922151038633,0.3117726655018444
20230209 120000,20.0,51.87245195107746,0.3117584934964085
20230209 120100,20.0,51.23179965055329,0.3117442244224425
20230209 120200,20.0,50.587264608813825,0.3117298582799457
20230209 120300,20.0,49.93884682585906,0.3117153950689187
20230209 120400,20.0,49.28654630168899,0.31170083478936134
20230209 120500,60.0,49.41467676179383,0.31170578528441073
20230209 120600,60.0,49.545719277810136,0.3117107357794603
20230209 120700,60.0,49.67967384973792,0.3117156862745097
20230209 120800,60.0,49.801980198019805,0.3117203455639681
20230209 120900,60.0,49.912638322655795,0.3117247136478354
20230209 121000,60.0,50.031061929722384,0.311729178800233
20230209 121100,60.0,50.15725101921957,0.3117337410211609
20230209 121200,60.0,50.29120559114735,0.3117384003106193
20230209 121300,60.0,50.432925645505726,0.31174315666860797
20230209 121400,60.0,50.57270432925645,0.31174781595806644
20230209 121500,60.0,50.705688215880414,0.31175228111046394
20230209 121600,60.0,50.831877305377596,0.3117565521258008
20230209 121700,100.0,51.735585323238205,0.3117802368472142
20230209 121800,20.0,51.056105610561055,0.31176431760823137
20230209 121900,20.0,50.37759658318773,0.3117483983692487
20230209 122000,20.0,49.70005824111823,0.31173247913026597
20230209 122100,20.0,49.02349058435255,0.3117165598912833
20230209 122200,20.0,48.35274703940982,0.31170073772083084
