Datetime,K,D2,med2
20230113 175600,0.0,54.35837701417201,9.115435837701419
20230113 175700,0.0,53.67889730149486,9.115367889730152
20230113 175800,0.0,52.99941758881771,9.115299941758884
20230113 175900,0.0,52.31993787614056,9.115231993787617
20230113 180000,0.0,51.64045816346341,9.11516404581635
20230113 180100,100.0,52.92176276451175,9.115292176276451
20230113 180200,100.0,54.183653659483596,9.115418365365949
20230113 180300,100.0,55.42613084837895,9.11554261308484
20230113 180400,100.0,56.649194331197826,9.11566491943312
20230113 180500,100.0,57.85284410794021,9.115785284410792
20230113 180600,100.0,59.0370801786061,9.11590370801786
20230113 180700,100.0,60.201902543195494,9.116020190254318
20230113 180800,100.0,61.34731120170841,9.11613473112017
20230113 180900,100.0,62.47330615414483,9.116247330615414
20230113 181000,100.0,63.57988740050476,9.116357988740049
20230113 181100,100.0,64.66705494078819,9.116466705494078
20230113 181200,100.0,65.73480877499514,9.116573480877499
20230113 181300,100.0,66.7831489031256,9.116678314890311
20230113 181400,100.0,67.81207532517958,9.116781207532519
20230113 181500,100.0,68.82158804115706,9.116882158804117
20230113 181600,100.0,69.81168705105804,9.116981168705108
20230113 181700,100.0,70.78237235488255,9.117078237235487
20230113 181800,100.0,71.73364395263056,9.118153756552125
20230113 181900,100.0,72.66550184430207,9.119217627645119
20230113 182000,100.0,73.5779460298971,9.120269850514463
20230113 182100,100.0,74.47097650941565,9.121310425160162
20230113 182200,100.0,75.3445932828577,9.122339351582216
20230113 182300,100.0,76.19879635022326,9.123356629780625
20230113 182400,100.0,77.03358571151233,9.124362259755387
20230113 182500,100.0,77.84896136672491,9.125356241506505
20230113 182600,100.0,78.64492331586099,9.126338575033975
20230113 182700,100.0,79.4214715589206,9.127309260337798
20230113 182800,100.0,80.1786060959037,9.128268297417977
20230113 182900,100.0,80.91632692681033,9.12921568627451
20230113 183000,100.0,81.63463405164046,9.130151426907396
20230113 183100,100.0,82.3335274703941,9.131075519316637
20230113 183200,100.0,83.01300718307125,9.131987963502231
20230113 183300,100.0,83.67307318967191,9.13288875946418
20230113 183400,100.0,84.31372549019608,9.133973985633856
20230113 183500,100.0,84.93496408464375,9.13504562220928
20230113 183600,100.0,85.53678897301495,9.13610366919045
20230113 183700,100.0,86.11920015530964,9.137148126577365
20230113 183800,100.0,86.68219763152786,9.138178994370026
20230113 183900,100.0,87.22578140166958,9.139196272568435
20230113 184000,100.0,87.74995146573481,9.14019996117259
20230116 100100,85.71428571428608,87.97459577890562,9.14099398175112
20230116 100200,42.85714285714431,87.34226363812856,9.141188118811884
20230116 100300,0.0,85.8612752031506,9.140592118035334
20230116 100400,0.0,84.38028676817265,9.139998058629393
20230116 100500,0.0,82.89929833319471,9.139405940594061
20230116 100600,0.0,81.41830989821675,9.138815763929335
20230116 100700,0.0,79.93732146323879,9.135678509027374
20230116 100800,0.0,78.45633302826084,9.13256843331392
20230116 100900,0.0,76.9753445932829,9.129485536788971
20230116 101000,57.142857142857025,76.61480433757664,9.128782760629003
20230116 101100,57.142857142857025,76.24317053554098,9.12808386721025
20230116 101200,57.142857142857025,75.86044318717587,9.127388856532713
20230116 101300,57.142857142857025,75.46662229248138,9.12669772859639
20230116 101400,57.142857142857025,75.06170785145744,9.126010483401283
20230116 101500,57.142857142857025,74.64569986410407,9.12532712094739
20230116 101600,57.142857142857025,74.2185983304213,9.124647641234713
20230116 101700,100.0,74.62073938486287,9.125932828576978
20230116 101800,100.0,75.00346673322795,9.127202484954381
20230116 101900,100.0,75.36678037551656,9.128456610366921
20230116 102000,100.0,75.73009401780514,9.12969714618521
20230116 102100,81.81818181818211,75.73690142123458,9.130139778683752
20230116 102200,81.81818181818211,75.74723858940519,9.130576587070472
20230116 102300,81.81818181818211,75.76110552231697,9.13100757134537
20230116 102400,81.81818181818211,75.77850221996992,9.131432731508445
20230116 102500,81.81818181818211,75.79942868236408,9.131852067559697
20230116 102600,81.81818181818211,75.82388490949941,9.132265579499126
20230116 102700,81.81818181818211,75.8518709013759,9.132673267326734
20230116 102800,81.81818181818211,75.88338665799358,9.133075131042515
20230116 102900,81.81818181818211,75.91843217935245,9.133471170646475
20230116 103000,72.72727272727317,75.77875434602291,9.133469229275871
20230116 103100,72.72727272727317,75.64437115980515,9.133465346534654
20230116 103200,72.72727272727317,75.51528262069914,9.13345952242283
20230116 103300,72.72727272727317,75.3914887287049,9.133451756940401
20230116 103400,54.54545454545447,74.91648324496326,9.132657736361871
20230116 103500,54.54545454545447,74.45030217307453,9.131869539895167
20230116 103600,54.54545454545447,73.99294551303878,9.131087167540283
20230116 103700,54.54545454545447,73.54441326485599,9.130310619297221
20230116 103800,54.54545454545447,73.10470542852613,9.129539895165987
20230116 103900,54.54545454545447,72.67382200404923,9.128774995146571
20230116 104000,77.27272727272764,72.69739578999925,9.128996311395845
20230116 104100,72.72727272727317,72.63625522216097,9.12901766647253
20230116 104200,72.72727272727317,72.58040930143444,9.129037080178607
20230116 104300,72.72727272727317,72.5298580278197,9.129054552514077
20230116 104400,72.72727272727317,72.48460140131671,9.129070083478938
20230116 104500,72.72727272727317,72.4446394219255,9.12908367307319
20230116 104600,72.72727272727317,72.40997208964608,9.129095321296836
20230116 104700,72.72727272727317,72.3805994044784,9.129105028149873
20230116 104800,45.45454545454553,71.82176200813372,9.12793632304407
20230116 104900,45.45454545454553,71.27351390601258,9.126777324791302
20230116 105000,45.45454545454553,70.73585509811498,9.125628033391571
20230116 105100,45.45454545454553,70.20878558444095,9.124488448844884
20230116 105200,72.72727272727317,70.22706472327918,9.124535041739469
20230116 105300,72.72727272727317,70.25063850922922,9.124579693263444
20230116 105400,72.72727272727317,70.27950694229102,9.124622403416812
20230116 105500,72.72727272727317,70.2942563163881,9.124661230828963
20230116 105600,72.72727272727317,70.29488663152046,9.124696175499903
20230116 105700,72.72727272727317,70.2813978876881,9.124727237429626
20230116 105800,72.72727272727317,70.25379008489102,9.124754416618133
20230116 105900,72.72727272727317,70.21206322312923,9.124777713065424
20230116 110000,72.72727272727317,70.15621730240271,9.124797126771497
20230116 110100,72.72727272727317,70.08625232271146,9.124812657736362
20230116 110200,72.72727272727317,70.00216828405549,9.124824305960008
20230116 110300,72.72727272727317,69.92337889251132,9.124834012813047
20230116 110400,72.72727272727317,69.84988414807889,9.12484177829548
20230116 110500,72.72727272727317,69.78168405075823,9.124847602407304
20230116 110600,72.72727272727317,69.71877860054936,9.12485148514852
20230116 110700,72.72727272727317,69.66116779745225,9.124853426519124
20230116 110800,72.72727272727317,69.60885164146691,9.124853426519126
20230116 110900,72.72727272727317,69.56183013259333,9.124851485148517
20230116 111000,63.63636363636341,69.34185015140193,9.124455445544559
20230116 111100,63.63636363636341,69.12892969969289,9.124061347311203
20230116 111200,63.63636363636341,68.9230687774662,9.123669190448457
20230116 111300,63.63636363636341,68.72426738472188,9.123278974956317
20230116 111400,63.63636363636341,68.53252552145993,9.12289070083479
20230116 111500,63.63636363636341,68.34784318768034,9.122504368083867
20230116 111600,63.63636363636341,68.17022038338307,9.122119976703555
20230116 111700,63.63636363636341,67.9996571085682,9.121737526693847
20230116 111800,63.63636363636341,67.83615336323565,9.121357018054747
20230116 111900,63.63636363636341,67.67970914738551,9.120978450786254
20230116 112000,63.63636363636341,67.53032446101771,9.120611531741407
20230116 112100,63.63636363636341,67.38799930413225,9.120256260920208
20230116 112200,95.45454545454552,67.87661959473276,9.121285187342261
20230116 112300,95.45454545454552,68.36612232651854,9.122312172393704
20230116 112400,95.45454545454552,68.85650749948961,9.123337216074539
20230116 112500,95.45454545454552,69.34777511364598,9.124360318384772
20230116 112600,95.45454545454552,69.83992516898765,9.1253814793244
20230116 112700,95.45454545454552,70.33295766551461,9.126400698893418
20230116 112800,95.45454545454552,70.82687260322687,9.127417977091827
20230116 112900,95.45454545454552,71.3216699821244,9.12843331391963
20230116 113000,95.45454545454552,71.81734980220725,9.129446709376824
20230116 113100,95.45454545454552,72.3139120634754,9.130458163463407
20230116 113200,86.36363636363659,72.63310364649924,9.13107551931664
20230116 113300,81.81818181818211,72.86581599336418,9.13149873810911
20230116 113400,81.81818181818211,73.10205810497031,9.13192583964279
20230116 113500,81.81818181818211,73.3418299813176,9.132356823917691
20230116 113600,100.0,73.94163786126528,9.133774024461275
20230116 113700,100.0,74.54144574121294,9.13518734226364
20230116 113800,100.0,75.1412536211606,9.136596777324792
20230116 113900,100.0,75.74106150110826,9.13800232964473
20230116 114000,100.0,76.34086938105588,9.139403999223449
20230116 114100,100.0,76.94067726100351,9.140801786060962
20230116 114200,100.0,77.5404851409512,9.142195690157251
20230116 114300,100.0,78.13751963431649,9.143583770141719
20230116 114400,100.0,78.72346058135237,9.144960201902544
20230116 114500,100.0,79.28998782231177,9.146317219957288
20230116 114600,100.0,79.83710135719468,9.14765482430596
20230116 114700,100.0,80.36480118600109,9.148973014948558
20230116 114800,100.0,80.873087308731,9.150271791885071
20230116 114900,100.0,81.36195972538444,9.151525917297613
20230116 115000,100.0,81.83141843596137,9.152735391186177
20230116 115100,100.0,82.2814634404618,9.153900213550768
20230116 115200,100.0,82.72318828521517,9.155043680838673
20230116 115300,100.0,83.15659297022151,9.15616579304989
20230116 115400,100.0,83.58167749548073,9.157266550184424
20230116 115500,100.0,83.99844186099291,9.15834595224228
20230116 115600,92.3076923076924,84.25605650416378,9.159207920792076
20230116 115700,92.3076923076924,84.50684434959345,9.1600504756358
20230116 115800,92.3076923076924,84.75080539728188,9.160873616773443
20230116 115900,92.3076923076924,84.99625980697627,9.161696757911084
20230116 120000,92.3076923076924,85.24320757867652,9.162519899048732
20230116 120100,92.3076923076924,85.49164871238263,9.163343040186376
20230116 120200,92.3076923076924,85.74158320809465,9.164166181324019
20230116 120300,92.3076923076924,85.98948130107136,9.164981556979233
20230116 120400,92.3076923076924,86.2353429913128,9.165789167152013
20230116 120500,92.3076923076924,86.47916827881893,9.16658901184236
20230116 120600,92.3076923076924,86.72095716358976,9.16738109105028
20230116 120700,92.3076923076924,86.9607096456253,9.168165404775769
20230116 120800,92.3076923076924,87.19842572492553,9.16894195301883
20230116 120900,92.3076923076924,87.43410540149043,9.16971073577946
20230116 121000,92.3076923076924,87.66774867532011,9.170471753057656
20230116 121100,92.3076923076924,87.89935554641445,9.171225004853426
20230116 121200,92.3076923076924,88.1271611324029,9.17196660842555
20230116 121300,46.15384615384689,87.44618805771991,9.171520093185789
20230116 121400,46.15384615384689,86.77037386996629,9.171073577946032
20230116 121500,46.15384615384689,86.09971856914211,9.17062706270627
20230116 121600,46.15384615384689,85.43069239050617,9.170172781984082
20230116 121700,46.15384615384689,84.76329533405844,9.169710735779462
20230116 121800,46.15384615384689,84.09752739979896,9.169240924092408
20230116 121900,46.15384615384689,83.43338858772772,9.168763346922923
20230116 122000,46.15384615384689,82.7708788978447,9.168278004271011
20230116 122100,46.15384615384689,82.10999833014995,9.167784896136666
20230116 122200,46.15384615384689,81.4551590905699,9.167293729372933
20230116 122300,46.15384615384689,80.80547873791926,9.166802562609197
20230116 122400,46.15384615384689,80.16095727219805,9.166311395845462
20230116 122500,53.84615384615448,79.67242425600051,9.166016307513098
20230116 122600,53.84615384615448,79.18755676472651,9.165719277810128
20230116 122700,53.84615384615448,78.70635479837604,9.165420306736552
20230116 122800,53.84615384615448,78.22881835694909,9.165119394292368
20230116 122900,53.84615384615448,77.75494744044569,9.164816540477577
20230116 123000,53.84615384615448,77.27944740175401,9.16450009706853
20230116 123100,53.84615384615448,76.80231824087414,9.16417006406523
20230116 123200,33.33333333333465,75.92134779088798,9.163826441467675
20230116 123300,33.33333333333465,75.04273051739595,9.163469229275872
20230116 123400,33.33333333333465,74.1717610675098,9.163110075713458
20230116 123500,33.33333333333465,73.30843944122957,9.162748980780435
20230116 123600,33.33333333333465,72.45276563855519,9.162385944476803
20230116 123700,33.33333333333465,71.60473965948673,9.162020966802565
20230116 123800,33.33333333333465,70.76436150402414,9.16165404775772
20230116 123900,33.33333333333465,69.93163117216743,9.161285187342267
20230116 124000,33.33333333333465,69.10654866391663,9.160914385556204
20230116 124100,33.33333333333465,68.2891139792717,9.160541642399535
20230116 124200,33.33333333333465,67.4793271182327,9.160166957872256
20230116 124300,33.33333333333465,66.67718808079957,9.159790331974374
20230116 124400,33.33333333333465,65.88269686697231,9.159411764705881
20230116 124500,33.33333333333465,65.09585347675095,9.15903125606678
20230116 124600,33.33333333333465,64.31665791013549,9.158648806057073
20230116 124700,33.33333333333465,63.54511016712592,9.158264414676761
20230116 124800,33.33333333333465,62.78121024772223,9.157878081925837
20230116 124900,33.33333333333465,62.024958151924416,9.157489807804307
20230116 125000,33.33333333333465,61.27635387973252,9.15709959231217
20230116 125100,33.33333333333465,60.535397431146485,9.156707435449423
20230116 125200,33.33333333333465,59.80032392379577,9.15630945447486
20230116 125300,33.33333333333465,59.07113335768036,9.155905649388469
20230116 125400,33.33333333333465,58.34782573280024,9.155496020190258
20230116 125500,33.33333333333465,57.63040104915544,9.15508056688022
20230116 125600,33.33333333333465,56.91885930674592,9.154659289458364
20230116 125700,33.33333333333465,56.213200505571706,9.15423218792468
20230116 125800,33.33333333333465,55.51342464563279,9.153799262279176
20230116 125900,33.33333333333465,54.81953172692916,9.15336051252185
20230116 130000,33.33333333333465,54.13152174946083,9.152915938652697
20230116 130100,33.33333333333465,53.44939471322782,9.15246554067172
20230116 130200,14.285714285714286,52.39966789180618,9.152009318578925
20230116 130300,14.285714285714286,51.35952186039629,9.151547272374302
20230116 130400,14.285714285714286,50.33513370729526,9.151092991652112
20230116 130500,14.285714285714286,49.32650343250307,9.150646476412351
20230116 130600,14.285714285714286,48.33363103601971,9.150207726655022
20230116 130700,14.285714285714286,47.3565165178452,9.149776742380121
20230116 130800,14.285714285714286,46.395159877979516,9.149353523587656
20230116 130900,14.285714285714286,45.449561116422686,9.14893807027762
20230116 131000,14.285714285714286,44.519720233174695,9.148530382450012
20230116 131100,14.285714285714286,43.605637228235516,9.148130460104833
20230116 131200,14.285714285714286,42.70731210160519,9.14773830324209
20230116 131300,14.285714285714286,41.82474485328371,9.147353911861774
20230116 131400,14.285714285714286,40.95617060090048,9.146973403222674
20230116 131500,14.285714285714286,40.1007069032702,9.146594835954183
20230116 131600,14.285714285714286,39.25835376039288,9.146218210056299
20230116 131700,14.285714285714286,38.4291111722685,9.145843525529022
20230116 131800,14.285714285714286,37.61650890363826,9.145480489225392
20230116 131900,14.285714285714286,36.82054695450218,9.145129101145407
20230116 132000,14.285714285714286,36.0412253248602,9.14478936128907
20230116 132100,14.285714285714286,35.278544014712374,9.144461269656379
20230116 132200,14.285714285714286,34.532503024058684,9.144144826247333
20230116 132300,14.285714285714286,33.80310235289912,9.143840031061933
20230116 132400,14.285714285714286,33.09034200123368,9.143546884100179
20230116 132500,14.285714285714286,32.394221969062386,9.143265385362067
20230116 132600,14.285714285714286,31.71474225638523,9.142995534847604
20230116 132700,14.285714285714286,31.05190286320221,9.142737332556788
20230116 132800,14.285714285714286,30.405703789513314,9.142490778489615
20230116 132900,14.285714285714286,29.77614503531855,9.14225587264609
20230116 133000,14.285714285714286,29.16322660061793,9.14203261502621
20230116 133100,14.285714285714286,28.566948485411444,9.141821005629975
20230116 133200,14.285714285714286,27.987310689699086,9.141621044457388
20230116 133300,14.285714285714286,27.42431321348086,9.141432731508447
20230116 133400,14.285714285714286,26.87795605675678,9.14125606678315
20230116 133500,14.285714285714286,26.348239219526818,9.1410910502815
20230116 133600,16.666666666666668,25.881848042593994,9.140937682003495
20230116 133700,16.666666666666668,25.431634954058243,9.140795961949136
20230116 133800,16.666666666666668,24.996106591913676,9.140663948747816
20230116 133900,16.666666666666668,24.5752629561603,9.140541642399533
20230116 134000,16.666666666666668,24.16910404679813,9.14042904290429
20230116 134100,16.666666666666668,23.77762986382714,9.140326150262084
20230116 134200,16.666666666666668,23.400840407247333,9.140232964472915
20230116 134300,16.666666666666668,23.038735677058725,9.140149485536789
20230116 134400,16.666666666666668,22.691315673261307,9.140075713453697
20230116 134500,16.666666666666668,22.358580395855082,9.140011648223645
20230116 134600,16.666666666666668,22.040529844840048,9.139957289846633
20230116 134700,16.666666666666668,21.73716402021621,9.139912638322658
20230116 134800,16.666666666666668,21.44848292198355,9.13987769365172
20230116 134900,0.0,20.847689164521174,9.13906814210833
20230116 135000,0.0,20.26481575112941,9.138276062900408
20230116 135100,0.0,19.699862681808245,9.137501456027957
20230116 135200,100.0,21.113614270283176,9.13890118423607
20230116 135300,100.0,22.52587249675222,9.14029702970297
20230116 135400,100.0,23.93663736121539,9.141688992428655
20230116 135500,100.0,25.33694869163737,9.143065424189478
20230116 135600,100.0,26.726806488018152,9.144426324985439
20230116 135700,100.0,28.106210750357764,9.14577169481654
20230116 135800,100.0,29.475161478656187,9.14710153368278
20230116 135900,100.0,30.83365867291342,9.148415841584159
20230116 140000,100.0,32.18170233312946,9.149714618520676
20230116 140100,100.0,33.51929245930432,9.15099786449233
20230116 140200,100.0,34.846429051437994,9.152265579499126
20230116 140300,100.0,36.16311210953049,9.153517763541059
20230116 140400,100.0,37.469341633581784,9.15475441661813
20230116 140500,100.0,38.7651176235919,9.155975538730342
20230116 140600,100.0,40.05044007956082,9.157181129877692
20230116 140700,100.0,41.32680236349443,9.158373131430789
20230116 140800,100.0,42.59420447539275,9.15955154338963
20230116 140900,100.0,43.85264641525577,9.16071636575422
20230116 141000,100.0,45.10212818308347,9.161867598524557
20230116 141100,100.0,46.34264977887589,9.16300524170064
20230116 141200,100.0,47.574211202632995,9.164129295282466
20230116 141300,100.0,48.7968124543548,9.165239759270042
20230116 141400,100.0,50.00647123535894,9.166336633663365
20230116 141500,100.0,51.20318754564541,9.167419918462432
20230116 141600,100.0,52.38696138521422,9.168489613667248
20230116 141700,100.0,53.5577927540654,9.169545719277808
20230116 141800,100.0,54.7156816521989,9.170588235294115
20230116 141900,100.0,55.86062807961475,9.171617161716169
20230116 142000,100.0,56.992632036312926,9.17263249854397
20230116 142100,100.0,58.11169352229345,9.173634245777517
20230116 142200,100.0,59.21781253755633,9.17462240341681
20230116 142300,27.272727272728005,58.88496412666482,9.17402834401087
20230116 142400,27.272727272728005,58.55329230402038,9.173436225975536
20230116 142500,27.272727272728005,58.222797069623006,9.172846049310811
20230116 142600,90.90909090908958,59.14125025947977,9.1736303630363
20230116 142700,90.90909090908958,60.04852586098947,9.174403028538146
20230116 142800,90.90909090908958,60.94462387415211,9.175164045816345
20230116 142900,90.90909090908958,61.82954429896767,9.175913414870896
20230116 143000,90.90909090908958,62.70328713543615,9.176651135701803
20230116 143100,90.90909090908958,63.56585238355759,9.177377208309064
20230116 143200,90.90909090908958,64.41724004333194,9.178091632692679
20230116 143300,90.90909090908958,65.25745011475922,9.178794408852648
20230116 143400,90.90909090908958,66.08648259783944,9.179485536788972
20230116 143500,90.90909090908958,66.90433749257258,9.18016501650165
20230116 143600,27.272727272728005,66.46324296295155,9.179460298971074
20230116 143700,27.272727272728005,66.02332502157762,9.178757522811106
20230116 143800,27.272727272728005,65.58458366845072,9.178056688021744
20230116 143900,90.90909090908958,66.39479073957797,9.178730343622597
20230116 144000,90.90909090908958,67.19382022235817,9.179392350999805
20230116 144100,90.90909090908958,67.98167211679127,9.18004271015337
20230116 144200,90.90909090908958,68.75834642287732,9.180681421083285
20230116 144300,90.90909090908958,69.52384314061631,9.181308483789556
20230116 144400,90.90909090908958,70.27446442123174,9.18192389827218
20230116 144500,90.90909090908958,71.01021026472363,9.182527664531158
20230116 144600,90.90909090908958,71.73108067109199,9.183119782566491
20230116 144700,90.90909090908958,72.43707564033679,9.18370025237818
20230116 144800,90.90909090908958,73.12819517245804,9.18426907396622
20230116 144900,90.90909090908958,73.80443926745575,9.184826247330614
20230116 145000,90.90909090908958,74.46580792532993,9.185371772471363
20230116 145100,90.90909090908958,75.11230114608055,9.185905649388468
20230116 145200,90.90909090908958,75.74391892970763,9.186427878081926
20230116 145300,90.90909090908958,76.36066127621116,9.186938458551738
20230116 145400,90.90909090908958,76.96252818559115,9.187437390797903
20230116 145500,90.90909090908958,77.5495196578476,9.187924674820422
20230116 145600,90.90909090908958,78.12163569298052,9.188400310619297
20230116 145700,90.90909090908958,78.67887629098985,9.188864298194524
20230116 145800,90.90909090908958,79.22124145187568,9.189316637546106
20230116 145900,90.90909090908958,79.74873117563796,9.189757328674041
20230116 150000,90.90909090908958,80.2613454622767,9.190186371578331
20230116 150100,90.90909090908958,80.75908431179188,9.190603766258977
20230116 150200,90.90909090908958,81.24194772418352,9.191009512715977
20230116 150300,90.90909090908958,81.70993569945159,9.191403610949331
20230116 150400,90.90909090908958,82.16304823759617,9.191786060959037
20230116 150500,90.90909090908958,82.60128533861716,9.192156862745097
20230116 150600,90.90909090908958,83.02464700251463,9.192516016307513
20230116 150700,90.90909090908958,83.43313322928854,9.19286352164628
20230116 150800,90.90909090908958,83.82674401893892,9.193199378761404
20230116 150900,90.90909090908958,84.20547937146574,9.19352358765288
20230116 151000,90.90909090908958,84.56933928686904,9.193836148320711
20230116 151100,90.90909090908958,84.91832376514878,9.194137060764897
20230116 151200,90.90909090908958,85.25243280630498,9.19442632498544
20230116 151300,90.90909090908958,85.57166641033766,9.194703940982334
20230116 151400,90.90909090908958,85.87602457724678,9.194969908755581
20230116 151500,90.90909090908958,86.16550730703234,9.195224228305182
20230116 151600,90.90909090908958,86.44011459969437,9.195466899631139
20230116 151700,90.90909090908958,86.69984645523284,9.19569792273345
20230116 151800,90.90909090908958,86.94516510474485,9.195917297612114
20230116 151900,90.90909090908958,87.17607054823037,9.196125024267133
20230116 152000,90.90909090908958,87.39256278568938,9.196321102698507
20230116 152100,90.90909090908958,87.59464181712192,9.196505532906231
20230116 152200,90.90909090908958,87.782307642528,9.196678314890312
20230116 152300,90.90909090908958,87.95556026190755,9.196839448650744
20230116 152400,90.90909090908958,88.11439967526063,9.196988934187532
20230116 152500,90.90909090908958,88.25882588258725,9.197126771500676
20230116 152600,100.0,88.56709200331696,9.197449039021548
20230116 152700,100.0,88.85918003564963,9.197757716948166
20230116 152800,100.0,89.13508997958519,9.198052805280529
20230116 152900,100.0,89.39482183512372,9.198334304018637
20230116 153000,100.0,89.63837560226513,9.198602213162493
20230116 153100,100.0,89.86251566333007,9.198848767229665
20230116 153200,100.0,90.06724201831852,9.199073966220151
20230116 153300,100.0,90.25255466723051,9.199277810133955
20230116 153400,100.0,90.43786731614249,9.199481654047757
20230116 153500,100.0,90.62317996505446,9.199685497961559
20230116 153600,100.0,90.80849261396641,9.199889341875364
20230116 153700,100.0,90.99380526287837,9.200093185789166
20230116 153800,100.0,91.17911791179034,9.200297029702972
20230116 153900,100.0,91.36443056070229,9.200500873616773
20230116 154000,100.0,91.54974320961426,9.200704717530577
20230116 154100,100.0,91.73505585852624,9.200908561444379
20230116 154200,100.0,91.92036850743821,9.201112405358183
20230116 154300,100.0,92.10568115635017,9.201316249271985
20230116 154400,100.0,92.29099380526213,9.201520093185788
20230116 154500,100.0,92.47630645417408,9.201723937099592
20230116 154600,100.0,92.66161910308604,9.201927781013396
20230116 154700,100.0,92.84693175199799,9.202719860221316
20230116 154800,100.0,93.03224440090996,9.203506115317413
20230116 154900,100.0,93.21755704982192,9.204286546301688
20230116 155000,100.0,93.4028696987339,9.205061153174139
20230116 155100,100.0,93.58818234764584,9.205829935934768
20230116 155200,0.0,91.81271068283233,9.203455639681614
20230116 155300,0.0,90.05665272409527,9.201106581246359
20230116 155400,0.0,88.32000847143475,9.198782760629005
20230116 155500,0.0,86.60277792485067,9.196484177829548
20230116 155600,0.0,84.90496108434313,9.194210832847991
20230116 155700,0.0,83.22655794991206,9.191962725684334
20230116 155800,0.0,81.56756852155748,9.189739856338576
20230116 155900,0.0,79.92799279927941,9.187542224810715
20230116 160000,0.0,78.30783078307778,9.185369831100756
20230116 160100,0.0,76.70708247295266,9.183222675208697
20230116 160200,0.0,75.12574786890404,9.181100757134539
20230116 160300,0.0,73.5638269709319,9.179004076878277
20230116 160400,0.0,72.02131977903626,9.176932634439915
20230116 160500,0.0,70.48410723425238,9.174870898854591
20230116 160600,43.75000000000014,69.81003247383516,9.174191419141916
20230116 160700,43.75000000000014,69.13275886412127,9.173508056688023
20230116 160800,43.75000000000014,68.4646405817048,9.172834401087169
20230116 160900,43.75000000000014,67.80567762658579,9.172170452339351
20230116 161000,12.499999999999723,66.54312490072498,9.17053581828771
20230116 161100,12.499999999999723,65.29579428531049,9.168920597942149
20230116 161200,12.499999999999723,64.06368578034235,9.167324791302663
20230116 161300,12.499999999999723,62.84679938582057,9.16574839836925
20230116 161400,12.499999999999723,61.645135101745126,9.164191419141913
20230116 161500,12.499999999999723,60.45869292811601,9.162653853620656
20230116 161600,12.499999999999723,59.28747286493322,9.161135701805476
20230116 161700,12.499999999999723,58.131474912196765,9.15963696369637
20230116 161800,12.499999999999723,56.97834489331253,9.158144049699086
20230116 161900,12.499999999999723,55.828082808280506,9.156656959813628
20230116 162000,12.499999999999723,54.68068865710068,9.155175694039992
20230116 162100,12.499999999999723,53.548516616367216,9.153713841972433
20230116 162200,12.499999999999723,52.43156668608009,9.15227140361095
20230116 162300,12.499999999999723,51.32983886623927,9.150848378955542
20230116 162400,12.499999999999723,50.24333315684479,9.149444768006212
20230116 162500,12.499999999999723,49.17204955789667,9.148060570762958
20230116 162600,12.499999999999723,48.11598806939488,9.14669578722578
20230116 162700,12.499999999999723,47.07514869133944,9.14535041739468
20230116 162800,12.499999999999723,46.04953142373033,9.144024461269655
20230116 162900,12.499999999999723,45.03913626656755,9.142717918850709
20230116 163000,12.499999999999723,44.04396321985113,9.141430790137836
20230116 163100,12.499999999999723,43.06401228358103,9.14016307513104
20230116 163200,12.499999999999723,42.09928345775727,9.138914773830324
20230116 163300,12.499999999999723,41.149776742379856,9.137685886235678
20230116 163400,12.499999999999723,40.21549213744877,9.136476412347115
20230116 163500,12.499999999999723,39.296429642964036,9.135286352164627
20230116 163600,12.499999999999723,38.39258925892564,9.134115705688217
20230116 163700,12.499999999999723,37.50397098533358,9.132964472917882
20230116 163800,12.499999999999723,36.63057482218787,9.131832653853621
20230116 163900,12.499999999999723,35.77240076948848,9.13072024849544
20230116 164000,12.499999999999723,34.929448827235426,9.12962725684333
20230116 164100,12.499999999999723,34.10171899542872,9.1285536788973
20230116 164200,12.499999999999723,33.28921127406836,9.127499514657348
20230116 164300,12.499999999999723,32.491925663154326,9.12646476412347
20230116 164400,12.499999999999723,31.709862162686637,9.12544942729567
20230116 164500,12.499999999999723,30.94302077266528,9.124453504173946
20230116 164600,12.499999999999723,30.19140149309027,9.123476994758303
20230116 164700,12.499999999999723,29.455004323961592,9.12251989904873
20230116 164800,12.499999999999723,28.733829265279258,9.121582217045232
20230116 164900,12.499999999999723,28.027876317043255,9.120663948747815
20230116 165000,12.499999999999723,27.337145479253586,9.119765094156472
20230116 165100,12.499999999999723,26.661636751910258,9.118885653271208
20230116 165200,12.499999999999723,26.001350135013283,9.11802562609202
20230116 165300,12.499999999999723,25.35628562856265,9.117185012618908
20230116 165400,12.499999999999723,24.726443232558342,9.116363812851874
20230116 165500,12.499999999999723,24.111822947000377,9.115562026790913
20230116 165600,12.499999999999723,23.512424771888746,9.114779654436031
20230116 165700,12.499999999999723,22.928248707223457,9.114016695787225
20230116 165800,12.499999999999723,22.359294753004505,9.113273150844496
20230116 165900,12.499999999999723,21.80556290923189,9.112549019607842
20230116 170000,12.499999999999723,21.267053175905616,9.111844302077266
20230116 170100,12.499999999999723,20.74376555302568,9.111158998252767
20230116 170200,12.499999999999723,20.23570004059208,9.110493108134344
20230116 170300,12.499999999999723,19.74285663860482,9.109846631721998
20230116 170400,12.499999999999723,19.265235347063904,9.109219569015726
20230116 170500,12.499999999999723,18.80283616596932,9.10861192001553
